PlayerName,DeadDate,ExperienceLevel,Points,X,Y,Z,DeathMessage
adrianjboyer,Wed Jan 02 13:22:21 GMT+10:00 2013,7,121,171.58002427279675,45.0,-134.26697586726522,adrianjboyer hit the ground too hard
